id,cat0,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cont0,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,target
416761,A,L,F,A,J,BI,A,E,H,A,GS,A,A,A,A,B,B,D,B,0.3795588572311121,0.5004551748626468,0.5136145606246243,0.2301026852227944,0.6994023152177535,0.5577714986653513,0.7960046042931891,0.4519736479941258,0.5730433931030303,0.3628749261396208,0.4205866377333611,1
390919,A,M,A,A,E,BI,C,A,K,J,DP,A,A,A,B,B,D,D,B,0.2135494862078031,0.3333172517872287,0.2260173975473508,0.5976512575267475,0.2380124937290733,0.5566127262616329,0.5817877771292133,0.245262601880725,0.3351144612416232,0.2991058037365354,0.2079641762188674,0
102371,A,K,A,A,D,BI,C,E,S,C,CU,A,B,A,A,B,D,D,B,0.924698467552534,0.2315236010937028,0.5221706185272821,0.8803081733858388,0.7993534332625291,0.6188678411403185,0.2634755058080118,0.9317697482012052,0.3831626362820341,0.5411719807814199,0.9097580529098496,0
479755,B,F,A,A,H,BI,A,AK,I,N,MJ,A,A,A,A,D,D,D,B,0.4876521347086412,0.8365664661586875,0.7004848672597905,0.3412841763685682,0.4718246756950363,0.36050545929402,0.7640010211045294,0.4436562365953627,0.6578605356695747,0.4012750672718941,0.5128980989558592,0
189165,B,I,F,A,F,BI,I,AN,BM,A,HK,A,A,A,A,B,D,D,B,0.1161962980804944,0.6930192300465939,0.7083116538516194,0.6101644322884168,0.2818328061054319,0.736252760846083,0.6401376680969043,0.4358589654282782,0.3434870158190091,0.3286230287484989,0.4015780947379725,0
61371,A,I,A,B,E,BI,C,E,BM,A,DJ,A,A,A,A,B,D,D,B,0.4305694429047821,0.3173099381433792,0.2960538123355295,0.6147896712464185,0.7839502675809238,0.734251041502087,0.4881432432350673,0.3640778044719193,0.3618915843455345,0.2595111189874139,0.4165202351609865,0
49150,A,F,A,D,E,BI,G,N,S,A,HJ,A,A,A,B,D,D,D,B,0.6248955769543177,0.6102357960647545,0.6154462753272086,0.5998564207314161,0.588028814682668,0.3579770574225967,0.1782023111112675,0.6054425525749247,0.3741343813316199,0.3865539397528101,0.6592827345630647,0
142506,A,I,A,A,D,CE,E,F,BO,A,EL,A,A,A,A,C,D,D,B,0.0431133626770617,0.1893701266929259,0.2919229580035949,0.3398265622183131,0.8114876628358817,0.1627722984664479,0.7593958233456188,0.226992296893924,0.2905382181957646,0.3263564521003466,0.3593583237193226,0
410865,A,O,U,D,E,AB,A,AA,BM,A,CK,B,A,A,B,B,D,D,B,0.3465902246225671,0.1485048460336216,0.1908794061961164,0.3061265988570713,0.7960143341276219,0.7372273300520097,0.5521439759943546,0.2262247377078333,0.2471308502913043,0.5354244615810171,0.3251778895715407,0
313142,A,K,A,B,E,BI,A,AI,S,J,KW,A,B,A,A,B,D,D,B,0.8859287715611461,0.8204495621411265,0.7721972678547584,0.8436199308845614,0.5602127304801954,0.3552198380782694,0.2755235504218559,0.8830681022218133,0.7732436312001101,0.9746915921048788,0.9487512394966346,0
311909,B,I,C,A,E,BI,C,AS,X,E,CR,A,B,A,A,B,D,B,B,0.3270193613216059,0.2447281656986091,0.3087629726162953,0.5817619454633909,0.7174571598832631,0.7389291854348553,0.575007767188418,0.2914365056511199,0.4542239555345754,0.6559179618971589,0.3187700389843215,0
239735,B,I,A,B,E,BI,A,N,N,E,HX,A,A,A,B,B,D,D,B,0.6106099737748867,0.4284597118722328,0.5328436760958316,0.640574710130895,0.6024798248085085,0.1396639576229728,0.2052933807063307,0.5769344081983316,0.5626770383244473,0.2489624829604408,0.5139874830990669,0
31254,A,I,A,A,H,BI,A,S,L,A,HQ,A,A,A,B,B,D,D,B,0.6406878607369317,0.7889551566068446,0.8222902998861084,0.8413053357125688,0.3406366229526913,0.7615062782276569,0.2896160585818337,0.7690232575488368,0.7828986164259141,0.9626970840012647,0.8474004263303843,0
201387,B,I,A,A,G,BI,A,AR,AD,F,LM,A,A,A,A,B,D,D,B,0.6076303717826762,0.7830628124037581,0.7526709210743672,0.8616579794153049,0.7163329696038296,0.682488334597404,0.2819340372247115,0.8460630739613959,0.7539546279803389,0.8330791257673197,0.5840358422235046,0
465755,A,N,A,A,G,BI,I,E,BC,A,BY,A,A,A,A,D,D,D,B,0.5172245949267151,0.9360100668868434,0.9339590958568548,0.3660699626135496,0.7901803576015264,0.5565340381316848,0.7524995302812528,0.3264516756700381,0.8495363207824795,0.2652252059495775,0.5335022586520427,1
156575,A,L,Q,A,E,K,C,AF,AK,A,CK,B,A,A,B,D,B,D,D,0.1386490807197637,0.1296359541616546,0.1976504786976729,0.2665461285142127,0.2432370780084834,0.2390144183044408,0.3293605225098657,0.2893512324868351,0.2523776342105638,0.2430739330263448,0.3210537500671337,0
346608,B,K,A,B,G,BI,A,AI,AT,E,LO,A,A,A,B,B,B,D,B,0.5483333374664299,0.7210484159403616,0.78514181281319,0.683096827803726,0.3638273124309854,0.682396407431527,0.5420724613202779,0.6984454880220109,0.7888922224149688,0.363921519583062,0.6477652107205527,0
267958,B,I,A,D,E,BI,G,Y,AD,A,LN,A,A,A,B,B,D,C,B,0.9343917325501784,0.7009500749430045,0.7802620059971265,0.8308955166609009,0.8189760178559967,0.1134009866593528,0.2625780651519422,0.969275330263192,0.5713769749331098,0.8095869086040194,0.9701409385928071,0
349890,A,H,J,A,E,AB,A,F,BM,A,CK,B,A,A,B,D,D,D,B,0.3141620019294051,0.1765795158428443,0.1310254768177879,0.3030238909361254,0.2210532773420089,0.6193251357744206,0.5200865330152303,0.2986711423405797,0.2710442301559431,0.2701159046285462,0.2963447672442508,1
1956,B,A,A,A,F,BI,A,AU,AX,C,BG,A,A,A,A,B,D,D,B,0.3706795941896062,0.6995244276953354,0.7098336433990144,0.5850794611074537,0.299474014925311,0.7947413352697186,0.6672631896842591,0.3605309913740778,0.3619857844970017,0.5296887908453518,0.3486674459875325,0
423533,A,K,H,A,E,BI,C,AK,BN,F,IX,A,A,A,B,B,D,D,B,0.3692214275604502,0.4266423706001297,0.4621685552452164,0.5415714817289881,0.4866556270555393,0.2812397540876058,0.4586153622096729,0.5262049093460922,0.3737712990432664,0.2860488993596764,0.2657983860686338,0
349562,A,H,A,B,G,BI,A,S,AE,A,HK,A,A,A,A,B,D,D,B,0.5495277057791901,0.6643834763686627,0.6711745400949486,0.5744540974592076,0.2672014748899558,0.6202966200511129,0.6557408055822861,0.6629711598163216,0.6717584015641124,0.3118207006177538,0.5059701922633016,0
332532,B,J,A,A,F,BI,A,AW,AX,E,HK,A,A,A,B,B,A,D,B,0.5726169859722209,0.7061297198789849,0.6914579011898526,0.3317295144597062,0.3629028590722552,0.8189428329800186,0.6323983037203498,0.689215126587245,0.4842613350235032,0.6414970722815635,0.4477820575051327,0
291706,A,N,C,B,E,BU,A,AV,S,A,LB,A,A,A,A,B,D,D,B,0.8674681110971685,0.5523501576029876,0.5908258568717495,0.8154603913139274,0.6354556832429654,0.2790048115969561,0.1425240573097919,0.9177485464466032,0.6035491479575319,0.8011955061100982,0.9494165409133528,1
38543,B,N,J,A,E,AB,A,N,S,A,DP,A,A,A,B,A,D,D,B,0.1044745587161769,0.3308265076212312,0.3164803081071367,0.3043042152867994,0.3072600776781507,0.1084396591227595,0.5216186659247827,0.3234029959298097,0.4761403942623081,0.2574826671305577,0.2627920607968873,0
64472,A,I,A,E,E,AX,A,J,BG,C,MD,A,A,A,A,B,D,D,B,0.190437525861731,0.4829213572236125,0.3482601550853763,0.3284000895477141,0.3760276263226228,0.421608345535879,0.4554743025910487,0.2444666318531717,0.4433359318649497,0.2589068180977084,0.3756193159821629,0
195319,A,G,O,G,F,BI,A,AN,BM,A,IE,B,A,A,B,D,B,D,B,0.3417447312723677,0.2516454344211265,0.1697393956237045,0.351148563660871,0.80267658780286,0.5545220087051208,0.6271628870941602,0.2763354549710024,0.2828741704798598,0.4039349579911841,0.3344621657785008,1
461724,A,G,A,B,E,BU,E,E,AX,A,FS,A,A,A,B,D,D,D,B,0.5078042062873327,0.4984364580550635,0.3164598604373254,0.5889857544225805,0.5865257126642671,0.2542536094665741,0.1955923913406613,0.5713123128577818,0.4475462882941065,0.5118012621794265,0.5316055751819039,0
312322,A,F,A,C,H,BI,I,J,BD,A,HK,A,A,A,A,D,B,D,B,0.2831470755014085,0.8337338498887932,0.7935958213100635,0.1727174768342092,0.385923085766569,0.7956102673383294,0.7732229006711884,0.3836613647740658,0.7825829669666998,0.3358139138696082,0.4991027651442481,1
408540,A,N,C,D,F,AB,C,AH,AM,A,DC,A,A,A,B,D,D,B,C,0.6980026277067354,0.2260929514708956,0.2323838667331357,0.6762879352222209,0.2462551897267047,0.1045945652828893,0.374660714452292,0.4539748863066712,0.1277748228698284,0.3052477672712021,0.386989853985086,0
8963,A,I,A,A,H,BI,A,G,AG,A,HK,A,A,B,B,D,B,C,C,0.5445444605326646,0.7907631163330892,0.7585638631921192,0.3360460050166259,0.2730803418358112,0.8104061528959119,0.8419225862598458,0.4022749726555316,0.9294371352374168,0.583204822888276,0.5402114896790274,1
43866,B,I,A,A,E,BI,C,S,BM,E,CR,A,A,A,A,B,D,B,B,0.3827209983438661,0.2867434773963048,0.2430094571878777,0.3277337978071056,0.3546082011057608,0.7387394719121927,0.6282844146761096,0.3955477887035035,0.4489459118012318,0.5108173157137645,0.3862189161040039,0
4586,A,G,D,B,E,BI,C,AH,AE,A,DJ,A,A,A,B,D,D,C,B,0.4867515956317624,0.2233104362081168,0.2742227159520324,0.3581816953758569,0.2545859668005286,0.7362736047789522,0.4643933038607267,0.3468714459547835,0.3728117014241628,0.2616986505240298,0.3344222337323348,1
64012,A,I,Q,A,D,AB,C,AH,K,A,DC,B,A,A,B,D,B,D,D,0.1169997337939308,0.1997638476405394,0.2531309875800581,0.3264447742656977,0.2617170424966493,0.4198894496395426,0.3869943949934906,0.248173260611324,0.2795929857601373,0.2593664360079783,0.4142898675493911,1
437559,A,K,G,B,F,BI,A,AS,AN,F,FC,A,A,A,B,B,D,D,D,0.3514856098926891,0.4328086450186084,0.6063240451671544,0.5742305458641753,0.7072242248560483,0.6215846974493082,0.7085278573528639,0.5525326188377228,0.4311348613177628,0.3557804138596375,0.4417195942253809,0
228737,A,K,C,A,E,BI,C,AO,Y,I,R,A,B,A,A,B,D,D,D,0.3245079245652576,0.3479582758608161,0.3658759760540893,0.5780800183634159,0.3562492194107633,0.7345226898071082,0.5642855935438132,0.3976953454664979,0.3854705799563097,0.5093357964398051,0.3299695924585023,0
217792,A,F,A,A,O,BI,C,G,AT,A,MD,A,A,A,A,D,B,B,C,0.5129189071727387,0.9443462142169068,0.9203123835447464,0.1961591228759645,0.6734708528828961,0.7840718106459541,0.8969584082895681,0.3763262342782581,0.6331543225307847,0.4961605361613929,0.4530485957989663,1
450690,A,I,A,E,E,BU,A,AV,S,A,IE,A,A,A,A,B,D,D,B,0.4883136867336634,0.5833987742254371,0.6146101777045657,0.6906446812843593,0.5839261055404663,0.1488309088406748,0.1535906368289344,0.5362026438447484,0.3922979903554568,0.4065905354430373,0.9451594628117138,0
19686,A,L,D,A,E,BI,C,AS,AX,A,CR,A,A,A,B,D,D,D,D,0.4241306631476838,0.1809688722392587,0.3210494503922019,0.5929084378945126,0.7137018297359496,0.7904225908330438,0.5558223378654087,0.7350977498083319,0.2963015702633833,0.7187290953578899,0.3434937940600399,1
387657,A,F,A,A,E,CI,A,O,BJ,F,DP,A,B,A,A,B,D,D,B,0.3139030406991239,0.3166762251142405,0.3159096079976249,0.5589730085385229,0.7203286110701251,0.7355443991469074,0.5789229694197349,0.5096163453319817,0.4959637114731472,0.6509326585167995,0.2783586222250906,0
202883,A,F,J,A,E,BU,A,AV,S,A,LB,B,A,A,A,B,B,D,B,0.6853261451769703,0.6497414246443475,0.6202849113504408,0.7942792925556575,0.6031022989030547,0.2713234967459859,0.1988742008610863,0.7547983304548924,0.6262691167136024,0.3629284793936857,0.9560256310903816,1
411702,B,I,A,A,G,BI,A,E,AE,E,EK,A,A,A,A,B,D,D,B,0.4899153884249494,0.6075445971350797,0.5714347681286562,0.1601608069573062,0.7697665781404578,0.4209328139428742,0.5863489204070937,0.3886441302705509,0.5637061809423658,0.3115247644319705,0.3970420411203313,0
362351,A,K,A,A,F,BI,A,E,AJ,A,HC,A,A,A,A,B,D,D,B,0.3611904566616688,0.4645039753019686,0.6900869916730461,0.6066184489054459,0.8180554100090132,0.5547607023415511,0.6606870293146403,0.4446741895808484,0.4040495016829314,0.346311581501938,0.3362202631239159,0
378631,A,B,A,A,E,BI,C,E,AE,F,DJ,A,B,A,A,B,D,D,B,0.4798117289621083,0.2961038829064406,0.3023412737477022,0.3306091966066253,0.7818170692415112,0.6215167715740885,0.4971300739583575,0.3762107715313203,0.3503551637369993,0.3326662045494865,0.4003533818625752,0
115964,A,K,A,A,E,BI,C,AN,Y,A,CR,A,A,A,A,B,D,D,B,0.2478708222065129,0.1726831573057624,0.2704797136771966,0.3436534211194056,0.2941762446591456,0.7377548034721755,0.3889489031895694,0.2227509236272311,0.2743452115849241,0.4683263126754558,0.2314282086269872,0
321940,A,F,A,B,D,BI,A,AK,Y,A,HV,A,A,A,A,D,D,B,B,0.7405871404844951,0.4839999856274591,0.7678502103616904,0.8279854155069023,0.4679932737339003,0.1297374804881609,0.258152714347914,0.5720140046279115,0.5644616802397406,0.3463183553069977,0.9689332646588412,0
11183,A,I,C,A,E,BI,A,AI,AE,A,DJ,A,A,A,A,B,D,D,B,0.4609093843462782,0.312116859547939,0.3767930662425957,0.3576879943105736,0.2013689040480146,0.2967818908013406,0.5060409374866703,0.3869779881151058,0.3771462024246686,0.2920550444479193,0.4536867562549168,0
431197,A,I,A,A,J,BI,A,AX,H,N,MD,A,B,A,A,D,A,C,C,0.5655079670759757,0.9176706256982226,0.8266992511249796,0.2587204720600629,0.2287759157610655,0.4905827118798609,0.5924547950425526,0.557967443063218,0.9621088432038905,0.2608154499486959,0.5437037107983462,1
320049,A,F,A,A,J,BI,A,AH,H,B,GS,A,A,A,A,B,D,D,B,0.4904305405068843,0.9083244706440212,0.9277166077991345,0.2528794885106931,0.2361905096946942,0.7942240980966131,0.9416094445387148,0.5567820766840277,0.6190848921712396,0.5725034123127383,0.5230438392473138,0
447669,A,I,C,A,F,AB,A,H,BC,A,HH,A,A,A,B,B,D,D,B,0.3116362163536538,0.4646764506103207,0.4145803429241718,0.3020715010323406,0.2163201859144832,0.256034839115915,0.9449359223601256,0.317890961802044,0.3509617295664688,0.2661459231153887,0.4035891018807564,0
496585,A,K,A,A,E,BI,A,Y,BM,E,CS,A,A,A,B,B,D,D,B,0.9264320493758592,0.7640303065617818,0.8283220718763366,0.8713279739042871,0.8208409962790216,0.4895793069921777,0.2415807156231965,0.8715870691460523,0.5661933560933113,0.7376151513191727,0.9356301804825594,0
415359,A,L,A,A,D,BI,A,AK,Y,A,LI,A,A,A,B,D,D,D,B,0.5231135069267268,0.4666513815379286,0.5012269071403135,0.6320288577250691,0.4728982632447029,0.0550638456493026,0.0986241264320326,0.5196426898709122,0.9368865575407678,0.3432575272748905,0.5505584871685926,0
185442,B,I,A,B,E,BI,A,AS,N,A,LB,A,A,A,B,B,D,D,B,0.7005212556672314,0.4369103504391335,0.2846246595000164,0.6553716448492931,0.6102193878091879,0.3584803080561824,0.2421362127640925,0.5265790938188822,0.4406389160276792,0.297926443719242,0.6762959388098064,0
109022,B,I,A,A,F,BI,A,U,BM,A,HK,A,A,A,B,B,D,D,B,0.4247526309509595,0.7057793792093914,0.6890292411892994,0.2399721882321524,0.2868660242258133,0.7357728508813204,0.6862254816761585,0.3595745339605225,0.4953994508557767,0.7021935113144493,0.3928848627020341,0
281005,B,F,D,B,E,CC,A,AS,J,A,DF,A,A,A,A,B,D,D,B,0.4879582519878322,0.2711231718542644,0.2777978670636975,0.1970959040774757,0.7155052192631485,0.1092571449869294,0.4164707282865377,0.3856119968046587,0.3416741590141609,0.3266746770696681,0.5288011186540865,0
364007,B,J,A,A,F,BI,A,U,AX,A,BG,A,A,A,A,B,D,D,B,0.3806057044544421,0.3279469005385429,0.2979237025479892,0.5766769761721977,0.2935768614153427,0.7341885254270676,0.492392474269277,0.4339134477406564,0.3600054895464992,0.5479843779182627,0.2698824412350255,0
79418,A,N,J,B,E,BU,I,AN,N,A,HG,A,A,A,B,D,B,D,B,0.5936949507804516,0.6634083998389168,0.4740244354789697,0.6633497801511786,0.6290610430060842,0.3587922070831081,0.2084780852333042,0.5200769646846634,0.3858173585511476,0.3330860234973516,0.6668885353096148,1
35420,A,F,A,A,F,BI,A,AX,H,E,KB,A,A,A,A,B,D,D,B,0.4244132492995187,0.3479879342230643,0.3367163269001299,0.2248012860730757,0.8022981434746554,0.3578177468151232,0.4520913465975131,0.4792562273356429,0.5480451227782019,0.2721956154859749,0.4061261795789025,0
110391,A,F,A,B,E,BI,A,AI,AE,C,DJ,A,A,A,A,A,D,D,B,0.4510571542324001,0.3158805086986742,0.3780471539796921,0.6116995649549279,0.2084885031196577,0.3597650334551388,0.5413460388478301,0.3378871053476457,0.3900249590115623,0.3013163136851581,0.4497928579997762,0
316232,A,L,C,A,F,AB,C,C,AX,A,DP,B,A,A,A,B,D,D,B,0.4622273793139704,0.269031325062478,0.2578685297164289,0.3355142812500724,0.2042011200521248,0.8118517946572473,0.5575644274108855,0.3627157245157937,0.3538117488263717,0.4713137781744087,0.4528286710798353,0
89222,A,F,I,B,G,BI,A,AH,BD,A,KW,B,A,A,B,B,D,D,B,0.9185721750966824,0.5145262925867159,0.7797920144125087,0.8027188865172439,0.2924563285936921,0.5530345094432756,0.1264075284573177,0.7823006320790232,0.6250525731061015,0.4973357656690315,0.9222709217570016,0
101443,B,I,C,A,E,BI,C,AV,L,A,LM,A,A,A,A,B,D,D,B,0.926107465779586,0.765273891590298,0.7621188052067568,0.8270482558489969,0.8096936224210679,0.0671100493441029,0.2271101142537421,0.9219246129961228,0.6592241064741845,0.8169885039121008,0.9618449034637852,0
390418,A,I,C,A,F,AB,A,H,BO,A,GS,A,A,A,A,B,D,D,B,0.4615261872679856,0.4727437426664939,0.4228160054491156,0.3387957632589594,0.2848592786681598,0.0943657498939974,0.9411123312830664,0.3216305724864609,0.3750610742489585,0.3241405433595682,0.4106588835185734,0
96264,B,A,F,A,F,BI,A,E,AE,A,MC,A,A,A,A,B,D,D,B,0.3167499306478961,0.7092848064911487,0.6932074893834306,0.5591551490968695,0.8149659697025944,0.6799763525722167,0.4866491446830338,0.3515521447348892,0.3490197112799233,0.3067350028180373,0.3941074559327441,0
25608,A,N,A,B,D,BI,A,W,BM,A,DJ,A,A,A,B,B,D,D,B,0.4736317351660922,0.3427585708241105,0.3182012867546071,0.3453412792382389,0.6045537383460596,0.3577382904261013,0.5289455047916389,0.5289929269748013,0.363798792253824,0.3816182591010941,0.5281555916568492,0
38899,B,F,A,A,F,BI,A,AN,AT,E,GS,A,B,A,A,B,D,D,B,0.5514245022988552,0.6369271599903402,0.6224192085739738,0.2307298618719764,0.2249100941872262,0.2165240952709042,0.5217780431660165,0.4618138738958289,0.8514977136795071,0.2577644967067722,0.4039888874412712,0
254060,A,A,A,B,E,BI,A,N,S,E,HJ,A,A,A,B,B,D,D,B,0.6114801887941156,0.3993321782388714,0.5200263159318257,0.6563147807498191,0.5997286270645098,0.7385337684878411,0.2486760091635051,0.5498862582658912,0.5231665434150079,0.4511302413249402,0.5156879511151338,0
270558,A,I,A,B,H,BI,A,F,L,E,HQ,A,A,A,B,D,D,D,B,0.6493484647608371,0.7577924949159125,0.7413711401762045,0.7260202062160879,0.6883673602334605,0.6790522594313724,0.2343696189769129,0.8295276671500997,0.8088575933733906,0.3914660621308173,0.6458853620794209,0
141531,B,I,F,B,F,BI,E,J,M,A,LO,A,A,A,B,B,C,D,D,0.2713218099393984,0.6215831022070154,0.2643011390384125,0.6139501620029422,0.3908959924518451,0.804689599616194,0.6924249509050312,0.1625582701950635,0.2870092420283272,0.3997040704868937,0.3361863183550729,0
366791,A,I,C,A,F,AB,C,U,X,A,FN,A,A,A,B,B,D,D,B,0.4715434842826223,0.4096107024206032,0.4514681078302016,0.315831490795888,0.2441573069992539,0.2749769922946091,0.471850784413126,0.3368664390331172,0.3824361545011095,0.254688672222385,0.4098382639493509,0
77007,A,I,C,A,F,AB,A,AH,BC,A,DC,A,A,A,A,A,D,D,B,0.2993706781529355,0.3215927700198174,0.4432028517780832,0.3501997873161403,0.2477504233138649,0.3580128750130868,0.5193840331628202,0.4112559414167344,0.4294457623688197,0.2472500759937515,0.3620878344596548,0
40397,A,I,A,E,E,AB,A,AF,BM,A,DC,A,A,A,B,B,D,D,B,0.4419966013749518,0.1738908686017025,0.3013392563486742,0.3203572813266776,0.3808451247294445,0.6814391198988771,0.4056354918659441,0.194808181048892,0.3720056023055073,0.2650141895770863,0.3923256233592355,0
231872,A,M,A,A,E,BI,E,L,AD,A,KW,A,A,A,B,D,B,D,B,0.7109384874345428,0.5479269846370637,0.7913164988203754,0.8759450336638678,0.2841008304081562,0.1413372857565882,0.1192422657119192,0.8063279296291809,0.725589789297335,0.5183273138668414,0.868197061308146,1
356564,B,I,A,A,E,BI,A,AA,BM,I,CR,A,B,A,A,C,D,D,B,0.3558874748408731,0.2947073885611836,0.333689470335309,0.5659503361172284,0.7961400580280936,0.7367884571141724,0.5494950260237543,0.3026178466139011,0.489624535742973,0.7699855562293184,0.3343001327533214,0
209695,A,I,A,C,I,BI,A,AF,AF,A,JX,A,A,A,B,D,B,B,B,0.4014782425704289,0.9075744283881066,0.9559292949287722,0.1483577341619458,0.2478369523604659,0.618043164357484,0.778884690898713,0.5409871326665852,0.954325915301184,0.8048190523571424,0.3840922877304896,1
75293,B,I,D,A,E,BI,A,AS,AX,A,DF,A,A,A,A,B,D,D,B,0.5143927682624588,0.2070198690208916,0.8795040525617464,0.2642839403423668,0.6939808350151105,0.5533114389518081,0.538616196161805,0.7852168614883738,0.4606740665213273,0.321003399540196,0.5159912687711957,0
385022,B,I,A,B,E,BI,C,U,Y,J,IX,A,B,A,A,B,D,D,B,0.3615902017303253,0.3878715663693628,0.2327911973503678,0.5791737032514968,0.2902570788528991,0.4885131231531265,0.5903938419163228,0.3845401203302313,0.3520478138131254,0.5287721150010669,0.3470697400685654,0
78884,A,L,L,A,F,BI,A,U,BO,A,HN,B,A,A,A,D,D,D,B,0.143163512053382,0.1220914189843541,0.2562172024786022,0.2863900575772889,0.2387804938404201,0.125388154079394,0.9362800596427302,0.1649244308326344,0.2414599803244074,0.2476948359095165,0.3012955889455989,1
455393,A,K,A,B,H,BI,A,AH,AJ,A,LI,A,A,A,B,D,D,D,B,0.5656740330343044,0.4113090549480817,0.6975195707069053,0.5819299895518426,0.4616051423011762,0.7367835965884667,0.6793926653038658,0.4850441756056213,0.5525630642502612,0.3026416471787234,0.4814518141125127,0
98933,A,F,A,A,G,BI,A,AN,AT,E,GS,A,A,A,A,B,D,D,B,0.5668461565632029,0.5648616228923876,0.5908501681629156,0.3361705081807658,0.2303552400901663,0.3155515823125482,0.5640093686022569,0.4504196884350921,0.6413818429790158,0.2613399726889203,0.5535029503890931,0
217905,A,K,A,A,F,BI,A,J,H,C,HV,A,A,A,B,D,B,D,B,0.4351128663730648,0.8040539944757903,0.7243551929091635,0.5964862189998477,0.6831233241693913,0.7782423441925451,0.7551515387940199,0.6772272920824363,0.7002323131310869,0.969293566042074,0.4507838298223534,1
415941,A,F,A,A,G,BI,A,S,AD,A,LO,A,A,A,A,B,D,D,B,0.6987890248755091,0.7887721055606411,0.7808237584339526,0.7489803084665235,0.6717154807741532,0.6806092219687938,0.2549036238105887,0.7506245851579391,0.651314403366681,0.4040163491123393,0.6977737213534428,0
362471,B,I,C,B,E,BI,C,E,BM,A,DJ,A,A,A,A,B,D,D,B,0.1598680260981357,0.1739056877869904,0.2644329350819495,0.4643133323985917,0.8150424549715831,0.5538637113627739,0.5650510315193092,0.2470344348163987,0.3542224617018844,0.256025448955964,0.3640703603711484,0
211896,A,I,A,B,E,AB,C,N,AX,A,DP,A,A,A,A,B,D,D,B,0.3138205735860874,0.2905560498719849,0.2963793542792735,0.2370642794365127,0.2107742395085948,0.7334523868320338,0.4988575763611904,0.2252978404251908,0.2759018876369057,0.3140760199837474,0.3663821970513269,0
362344,B,L,F,E,E,BI,A,AE,AT,A,HN,B,A,A,B,D,B,D,D,0.7262031485322036,0.7030810009625812,0.7225365689903097,0.7277971285267453,0.8234741688208931,0.35879933332596,0.8035033056402688,0.7321933868017538,0.5390243301422372,0.9417077960868828,0.5437559705076154,0
